GISJOIN,YEAR,STATE,STATEA,COUNTY,TRACTA,BLKGRPA,NAME_E,AF2ME001,AF2ME002,AF2ME003,AF2ME004,AF2ME005,AF2ME006,AF2ME007,AF2ME008,AF2ME009,AF2ME010,AF2UE001,AF2UE002,AF2UE003,AF2UE004,AF2UE005,AF2UE006,AF2UE007,AF2UE008,AF2UE009,AF2UE010,AF2UE011,AF2UE012,AF2UE013,AF2UE014,AF2UE015,AF2UE016,AF2UE017,AF2UE018,AF2UE019,AF2UE020,AF2UE021,NAME_M,AF2UM009,AF2UM010,AF2UM011,AF2UM012,AF2UM013,AF2UM014,AF2UM015,AF2UM016,AF2UM017,AF2UM018,AF2UM019,AF2UM020,AF2UM021
G08000100085381,2012-2016,Colorado,8,Adams County,8538,1,"Block Group 1, Census Tract 85.38, Adams County, Colorado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 85.38, Adams County, Colorado",11,11,11,11,11,11,11,11,11,11,11,11,11
G08000100085382,2012-2016,Colorado,8,Adams County,8538,2,"Block Group 2, Census Tract 85.38, Adams County, Colorado",6517,5589,126,17,246,0,271,268,62,206,6517,5441,4894,126,17,246,0,0,158,0,158,1076,695,0,0,0,0,271,110,62,48,"Block Group 2, Census Tract 85.38, Adams County, Colorado",129,16,129,159,202,16,16,16,16,123,67,56,39
G08000100085391,2012-2016,Colorado,8,Adams County,8539,1,"Block Group 1, Census Tract 85.39, Adams County, Colorado",9947,8154,281,83,291,197,154,787,56,731,9947,6571,5225,281,83,233,197,0,552,0,552,3376,2929,0,0,58,0,154,235,56,179,"Block Group 1, Census Tract 85.39, Adams County, Colorado",334,16,334,510,504,16,16,99,16,157,226,102,184
G08000100085401,2012-2016,Colorado,8,Adams County,8540,1,"Block Group 1, Census Tract 85.40, Adams County, Colorado",7319,6453,43,27,550,0,126,120,44,76,7319,5909,5319,43,11,477,0,0,59,0,59,1410,1134,0,16,73,0,126,61,44,17,"Block Group 1, Census Tract 85.40, Adams County, Colorado",80,16,80,339,314,16,25,86,16,133,68,59,28
G08000100085411,2012-2016,Colorado,8,Adams County,8541,1,"Block Group 1, Census Tract 85.41, Adams County, Colorado",4897,4527,17,24,130,0,101,98,0,98,4897,4516,4217,12,24,130,0,35,98,0,98,381,310,5,0,0,0,66,0,0,0,"Block Group 1, Census Tract 85.41, Adams County, Colorado",84,11,84,173,175,10,11,11,11,71,11,11,11
G08000100085421,2012-2016,Colorado,8,Adams County,8542,1,"Block Group 1, Census Tract 85.42, Adams County, Colorado",4374,3378,425,16,70,118,94,273,0,273,4374,3655,2813,415,0,70,118,0,239,0,239,719,565,10,16,0,0,94,34,0,34,"Block Group 1, Census Tract 85.42, Adams County, Colorado",172,11,172,393,366,17,27,11,11,101,59,11,59
G08000100085422,2012-2016,Colorado,8,Adams County,8542,2,"Block Group 2, Census Tract 85.42, Adams County, Colorado",3538,3434,0,0,14,0,16,74,33,41,3538,2729,2674,0,0,14,0,0,41,0,41,809,760,0,0,0,0,16,33,33,0,"Block Group 2, Census Tract 85.42, Adams County, Colorado",49,11,49,499,490,11,11,11,11,25,49,49,11
G08000100085431,2012-2016,Colorado,8,Adams County,8543,1,"Block Group 1, Census Tract 85.43, Adams County, Colorado",2749,2432,58,0,17,0,173,69,0,69,2749,2041,1897,58,0,17,0,0,69,0,69,708,535,0,0,0,0,173,0,0,0,"Block Group 1, Census Tract 85.43, Adams County, Colorado",73,11,73,441,404,11,11,11,11,168,11,11,11
G08000100085432,2012-2016,Colorado,8,Adams County,8543,2,"Block Group 2, Census Tract 85.43, Adams County, Colorado",1498,1397,0,0,0,0,101,0,0,0,1498,866,866,0,0,0,0,0,0,0,0,632,531,0,0,0,0,101,0,0,0,"Block Group 2, Census Tract 85.43, Adams County, Colorado",11,11,11,406,356,11,11,11,11,158,11,11,11
G08000100085433,2012-2016,Colorado,8,Adams County,8543,3,"Block Group 3, Census Tract 85.43, Adams County, Colorado",1943,1820,0,42,35,0,0,46,42,4,1943,1348,1243,0,24,35,0,0,46,42,4,595,577,0,18,0,0,0,0,0,0,"Block Group 3, Census Tract 85.43, Adams County, Colorado",66,65,12,606,607,11,29,11,11,11,11,11,11
G08000100085434,2012-2016,Colorado,8,Adams County,8543,4,"Block Group 4, Census Tract 85.43, Adams County, Colorado",852,846,0,0,0,0,0,6,0,6,852,601,601,0,0,0,0,0,0,0,0,251,245,0,0,0,0,0,6,0,6,"Block Group 4, Census Tract 85.43, Adams County, Colorado",11,11,11,195,195,11,11,11,11,11,13,11,13
G08000100085435,2012-2016,Colorado,8,Adams County,8543,5,"Block Group 5, Census Tract 85.43, Adams County, Colorado",1472,1247,29,0,0,21,122,53,0,53,1472,766,716,29,0,0,21,0,0,0,0,706,531,0,0,0,0,122,53,0,53,"Block Group 5, Census Tract 85.43, Adams County, Colorado",11,11,11,455,436,11,11,11,11,133,83,11,83
G08000100085441,2012-2016,Colorado,8,Adams County,8544,1,"Block Group 1, Census Tract 85.44, Adams County, Colorado",4968,4135,31,20,430,0,42,310,207,103,4968,4225,3711,15,7,430,0,0,62,17,45,743,424,16,13,0,0,42,248,190,58,"Block Group 1, Census Tract 85.44, Adams County, Colorado",46,26,37,290,162,26,21,11,11,38,210,205,74
G08000100085451,2012-2016,Colorado,8,Adams County,8545,1,"Block Group 1, Census Tract 85.45, Adams County, Colorado",1994,1742,0,0,24,0,79,149,0,149,1994,1759,1586,0,0,24,0,0,149,0,149,235,156,0,0,0,0,79,0,0,0,"Block Group 1, Census Tract 85.45, Adams County, Colorado",124,11,124,189,166,11,11,11,11,124,11,11,11
G08000100085452,2012-2016,Colorado,8,Adams County,8545,2,"Block Group 2, Census Tract 85.45, Adams County, Colorado",1456,1256,0,42,126,0,18,14,0,14,1456,1151,1011,0,0,126,0,0,14,0,14,305,245,0,42,0,0,18,0,0,0,"Block Group 2, Census Tract 85.45, Adams County, Colorado",24,11,24,217,203,11,47,11,11,30,11,11,11
G08000100085453,2012-2016,Colorado,8,Adams County,8545,3,"Block Group 3, Census Tract 85.45, Adams County, Colorado",1480,1180,75,0,129,0,17,79,16,63,1480,1346,1093,75,0,115,0,0,63,0,63,134,87,0,0,14,0,17,16,16,0,"Block Group 3, Census Tract 85.45, Adams County, Colorado",60,11,60,127,108,11,11,24,11,27,25,25,11
G08000100085454,2012-2016,Colorado,8,Adams County,8545,4,"Block Group 4, Census Tract 85.45, Adams County, Colorado",1319,1029,22,0,202,0,0,66,0,66,1319,1291,1001,22,0,202,0,0,66,0,66,28,28,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 85.45, Adams County, Colorado",102,11,102,36,36,11,11,11,11,11,11,11,11
G08000100085455,2012-2016,Colorado,8,Adams County,8545,5,"Block Group 5, Census Tract 85.45, Adams County, Colorado",1472,1203,78,0,79,0,44,68,68,0,1472,1079,922,78,0,79,0,0,0,0,0,393,281,0,0,0,0,44,68,68,0,"Block Group 5, Census Tract 85.45, Adams County, Colorado",11,11,11,236,214,11,11,11,11,49,108,108,11
G08000100085461,2012-2016,Colorado,8,Adams County,8546,1,"Block Group 1, Census Tract 85.46, Adams County, Colorado",1177,1016,0,0,9,0,105,47,24,23,1177,829,806,0,0,9,0,0,14,0,14,348,210,0,0,0,0,105,33,24,9,"Block Group 1, Census Tract 85.46, Adams County, Colorado",22,11,22,164,148,11,11,11,11,78,42,36,24
G08000100085462,2012-2016,Colorado,8,Adams County,8546,2,"Block Group 2, Census Tract 85.46, Adams County, Colorado",1892,1676,0,0,139,0,44,33,0,33,1892,1628,1456,0,0,139,0,0,33,0,33,264,220,0,0,0,0,44,0,0,0,"Block Group 2, Census Tract 85.46, Adams County, Colorado",38,11,38,142,141,11,11,11,11,59,11,11,11
G08000100085471,2012-2016,Colorado,8,Adams County,8547,1,"Block Group 1, Census Tract 85.47, Adams County, Colorado",1795,1703,0,50,0,0,8,34,0,34,1795,1404,1320,0,50,0,0,0,34,0,34,391,383,0,0,0,0,8,0,0,0,"Block Group 1, Census Tract 85.47, Adams County, Colorado",41,11,41,256,256,11,11,11,11,12,11,11,11
G08000100085472,2012-2016,Colorado,8,Adams County,8547,2,"Block Group 2, Census Tract 85.47, Adams County, Colorado",2308,2192,0,11,41,0,53,11,0,11,2308,1675,1618,0,11,41,0,0,5,0,5,633,574,0,0,0,0,53,6,0,6,"Block Group 2, Census Tract 85.47, Adams County, Colorado",12,11,12,355,351,11,11,11,11,51,13,11,13
G08000100085481,2012-2016,Colorado,8,Adams County,8548,1,"Block Group 1, Census Tract 85.48, Adams County, Colorado",1556,1420,40,0,39,4,37,16,16,0,1556,1029,946,40,0,39,4,0,0,0,0,527,474,0,0,0,0,37,16,16,0,"Block Group 1, Census Tract 85.48, Adams County, Colorado",11,11,11,160,160,11,11,11,11,34,17,17,11
G08000100085491,2012-2016,Colorado,8,Adams County,8549,1,"Block Group 1, Census Tract 85.49, Adams County, Colorado",3060,2689,0,0,125,0,82,164,24,140,3060,2134,1886,0,0,125,0,0,123,0,123,926,803,0,0,0,0,82,41,24,17,"Block Group 1, Census Tract 85.49, Adams County, Colorado",113,11,113,271,296,11,11,11,11,87,34,21,20
G08000100085492,2012-2016,Colorado,8,Adams County,8549,2,"Block Group 2, Census Tract 85.49, Adams County, Colorado",1391,1173,29,181,8,0,0,0,0,0,1391,865,731,0,126,8,0,0,0,0,0,526,442,29,55,0,0,0,0,0,0,"Block Group 2, Census Tract 85.49, Adams County, Colorado",11,11,11,223,225,44,82,11,11,11,11,11,11
G08000100085501,2012-2016,Colorado,8,Adams County,8550,1,"Block Group 1, Census Tract 85.50, Adams County, Colorado",2120,1835,42,12,197,0,19,15,0,15,2120,1836,1585,42,12,197,0,0,0,0,0,284,250,0,0,0,0,19,15,0,15,"Block Group 1, Census Tract 85.50, Adams County, Colorado",11,11,11,231,229,11,11,11,11,31,24,11,24
G08000100085502,2012-2016,Colorado,8,Adams County,8550,2,"Block Group 2, Census Tract 85.50, Adams County, Colorado",1093,1035,0,0,21,0,0,37,0,37,1093,920,862,0,0,21,0,0,37,0,37,173,173,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 85.50, Adams County, Colorado",44,11,44,196,196,11,11,11,11,11,11,11,11
G08000100085503,2012-2016,Colorado,8,Adams County,8550,3,"Block Group 3, Census Tract 85.50, Adams County, Colorado",3996,3378,0,10,419,0,0,189,0,189,3996,3540,2932,0,0,419,0,0,189,0,189,456,446,0,10,0,0,0,0,0,0,"Block Group 3, Census Tract 85.50, Adams County, Colorado",189,11,189,271,271,11,16,11,11,11,11,11,11
G08000100085504,2012-2016,Colorado,8,Adams County,8550,4,"Block Group 4, Census Tract 85.50, Adams County, Colorado",1039,843,23,0,0,0,42,131,33,98,1039,727,670,23,0,0,0,0,34,0,34,312,173,0,0,0,0,42,97,33,64,"Block Group 4, Census Tract 85.50, Adams County, Colorado",38,11,38,174,129,11,11,11,11,47,144,50,95
G08000100085511,2012-2016,Colorado,8,Adams County,8551,1,"Block Group 1, Census Tract 85.51, Adams County, Colorado",1365,1129,12,0,208,0,0,16,0,16,1365,1103,867,12,0,208,0,0,16,0,16,262,262,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 85.51, Adams County, Colorado",16,11,16,174,174,11,11,11,11,11,11,11,11
G08000100086031,2012-2016,Colorado,8,Adams County,8603,1,"Block Group 1, Census Tract 86.03, Adams County, Colorado",2089,1913,28,0,11,5,99,33,11,22,2089,634,581,28,0,11,5,0,9,0,9,1455,1332,0,0,0,0,99,24,11,13,"Block Group 1, Census Tract 86.03, Adams County, Colorado",17,11,17,358,369,11,11,11,11,82,26,12,22
G08000100086041,2012-2016,Colorado,8,Adams County,8604,1,"Block Group 1, Census Tract 86.04, Adams County, Colorado",3544,3015,218,50,0,0,89,172,60,112,3544,1878,1570,204,24,0,0,0,80,11,69,1666,1445,14,26,0,0,89,92,49,43,"Block Group 1, Census Tract 86.04, Adams County, Colorado",43,16,40,424,401,26,49,11,11,82,59,40,45
G08000100086042,2012-2016,Colorado,8,Adams County,8604,2,"Block Group 2, Census Tract 86.04, Adams County, Colorado",1426,1015,64,41,0,0,245,61,61,0,1426,437,409,28,0,0,0,0,0,0,0,989,606,36,41,0,0,245,61,61,0,"Block Group 2, Census Tract 86.04, Adams County, Colorado",11,11,11,269,220,42,64,11,11,156,101,101,11
G08000100086051,2012-2016,Colorado,8,Adams County,8605,1,"Block Group 1, Census Tract 86.05, Adams County, Colorado",1557,1422,0,0,79,0,35,21,21,0,1557,1048,969,0,0,79,0,0,0,0,0,509,453,0,0,0,0,35,21,21,0,"Block Group 1, Census Tract 86.05, Adams County, Colorado",11,11,11,201,203,11,11,11,11,56,23,23,11
G08000100086052,2012-2016,Colorado,8,Adams County,8605,2,"Block Group 2, Census Tract 86.05, Adams County, Colorado",2043,1902,0,10,17,0,20,94,43,51,2043,1526,1423,0,0,17,0,0,86,35,51,517,479,0,10,0,0,20,8,8,0,"Block Group 2, Census Tract 86.05, Adams County, Colorado",68,52,78,202,187,11,15,11,11,31,14,14,11
G08000100086061,2012-2016,Colorado,8,Adams County,8606,1,"Block Group 1, Census Tract 86.06, Adams County, Colorado",1997,1797,1,26,0,0,165,8,8,0,1997,650,623,1,26,0,0,0,0,0,0,1347,1174,0,0,0,0,165,8,8,0,"Block Group 1, Census Tract 86.06, Adams County, Colorado",11,11,11,480,502,11,11,11,11,203,15,15,11
G08000100086062,2012-2016,Colorado,8,Adams County,8606,2,"Block Group 2, Census Tract 86.06, Adams County, Colorado",1157,806,0,0,50,0,271,30,30,0,1157,612,562,0,0,50,0,0,0,0,0,545,244,0,0,0,0,271,30,30,0,"Block Group 2, Census Tract 86.06, Adams County, Colorado",11,11,11,299,228,11,11,11,11,241,49,49,11
G08000100086063,2012-2016,Colorado,8,Adams County,8606,3,"Block Group 3, Census Tract 86.06, Adams County, Colorado",3422,2553,0,24,403,0,255,187,187,0,3422,1487,1060,0,24,403,0,0,0,0,0,1935,1493,0,0,0,0,255,187,187,0,"Block Group 3, Census Tract 86.06, Adams County, Colorado",11,11,11,715,684,11,11,11,11,201,239,239,11
G08000100087051,2012-2016,Colorado,8,Adams County,8705,1,"Block Group 1, Census Tract 87.05, Adams County, Colorado",1648,1462,103,0,6,0,25,52,21,31,1648,751,631,103,0,6,0,0,11,0,11,897,831,0,0,0,0,25,41,21,20,"Block Group 1, Census Tract 87.05, Adams County, Colorado",18,11,18,326,315,11,11,11,11,43,54,26,30
G08000100087052,2012-2016,Colorado,8,Adams County,8705,2,"Block Group 2, Census Tract 87.05, Adams County, Colorado",1216,1076,20,0,5,0,115,0,0,0,1216,515,490,20,0,5,0,0,0,0,0,701,586,0,0,0,0,115,0,0,0,"Block Group 2, Census Tract 87.05, Adams County, Colorado",11,11,11,309,308,11,11,11,11,70,11,11,11
G08000100087053,2012-2016,Colorado,8,Adams County,8705,3,"Block Group 3, Census Tract 87.05, Adams County, Colorado",1087,1010,0,0,0,0,19,58,49,9,1087,427,418,0,0,0,0,0,9,0,9,660,592,0,0,0,0,19,49,49,0,"Block Group 3, Census Tract 87.05, Adams County, Colorado",14,11,14,375,372,11,11,11,11,23,84,84,11
G08000100087054,2012-2016,Colorado,8,Adams County,8705,4,"Block Group 4, Census Tract 87.05, Adams County, Colorado",1175,1011,73,75,0,0,0,16,8,8,1175,526,389,73,64,0,0,0,0,0,0,649,622,0,11,0,0,0,16,8,8,"Block Group 4, Census Tract 87.05, Adams County, Colorado",11,11,11,467,467,11,17,11,11,11,19,13,14
G08000100087061,2012-2016,Colorado,8,Adams County,8706,1,"Block Group 1, Census Tract 87.06, Adams County, Colorado",1295,1065,2,0,0,0,228,0,0,0,1295,360,358,2,0,0,0,0,0,0,0,935,707,0,0,0,0,228,0,0,0,"Block Group 1, Census Tract 87.06, Adams County, Colorado",11,11,11,400,391,11,11,11,11,169,11,11,11
G08000100087062,2012-2016,Colorado,8,Adams County,8706,2,"Block Group 2, Census Tract 87.06, Adams County, Colorado",2471,2273,139,0,0,0,39,20,16,4,2471,809,666,139,0,0,0,0,4,0,4,1662,1607,0,0,0,0,39,16,16,0,"Block Group 2, Census Tract 87.06, Adams County, Colorado",10,11,10,547,547,11,11,11,11,32,24,24,11
G08000100087063,2012-2016,Colorado,8,Adams County,8706,3,"Block Group 3, Census Tract 87.06, Adams County, Colorado",1374,1183,0,0,9,0,136,46,9,37,1374,532,486,0,0,9,0,0,37,0,37,842,697,0,0,0,0,136,9,9,0,"Block Group 3, Census Tract 87.06, Adams County, Colorado",33,11,33,332,322,11,11,11,11,161,14,14,11
G08000100087091,2012-2016,Colorado,8,Adams County,8709,1,"Block Group 1, Census Tract 87.09, Adams County, Colorado",1093,834,0,26,0,0,132,101,0,101,1093,369,369,0,0,0,0,0,0,0,0,724,465,0,26,0,0,132,101,0,101,"Block Group 1, Census Tract 87.09, Adams County, Colorado",11,11,11,393,230,11,42,11,11,178,179,11,179
G08000100087092,2012-2016,Colorado,8,Adams County,8709,2,"Block Group 2, Census Tract 87.09, Adams County, Colorado",2619,2347,0,23,29,0,197,23,0,23,2619,657,617,0,0,29,0,0,11,0,11,1962,1730,0,23,0,0,197,12,0,12,"Block Group 2, Census Tract 87.09, Adams County, Colorado",17,11,17,927,913,11,39,11,11,272,20,11,20
G08000100087093,2012-2016,Colorado,8,Adams County,8709,3,"Block Group 3, Census Tract 87.09, Adams County, Colorado",992,603,281,13,0,0,72,23,13,10,992,594,303,281,0,0,0,0,10,0,10,398,300,0,13,0,0,72,13,13,0,"Block Group 3, Census Tract 87.09, Adams County, Colorado",18,11,18,227,199,11,23,11,11,85,24,24,11
G08000100087094,2012-2016,Colorado,8,Adams County,8709,4,"Block Group 4, Census Tract 87.09, Adams County, Colorado",803,416,117,12,0,0,237,21,0,21,803,344,213,117,0,0,0,0,14,0,14,459,203,0,12,0,0,237,7,0,7,"Block Group 4, Census Tract 87.09, Adams County, Colorado",23,11,23,287,178,11,20,11,11,211,12,11,12
G08000100087095,2012-2016,Colorado,8,Adams County,8709,5,"Block Group 5, Census Tract 87.09, Adams County, Colorado",2483,2189,14,14,0,0,266,0,0,0,2483,527,499,14,14,0,0,0,0,0,0,1956,1690,0,0,0,0,266,0,0,0,"Block Group 5, Census Tract 87.09, Adams County, Colorado",11,11,11,1124,1132,11,11,11,11,289,11,11,11
G08000100088011,2012-2016,Colorado,8,Adams County,8801,1,"Block Group 1, Census Tract 88.01, Adams County, Colorado",1007,719,6,0,0,0,272,10,10,0,1007,121,115,6,0,0,0,0,0,0,0,886,604,0,0,0,0,272,10,10,0,"Block Group 1, Census Tract 88.01, Adams County, Colorado",11,11,11,347,308,11,11,11,11,250,14,14,11
G08000100088012,2012-2016,Colorado,8,Adams County,8801,2,"Block Group 2, Census Tract 88.01, Adams County, Colorado",2585,2055,261,9,0,0,195,65,21,44,2585,995,725,261,9,0,0,0,0,0,0,1590,1330,0,0,0,0,195,65,21,44,"Block Group 2, Census Tract 88.01, Adams County, Colorado",11,11,11,460,494,11,11,11,11,181,50,24,43
G08000100088013,2012-2016,Colorado,8,Adams County,8801,3,"Block Group 3, Census Tract 88.01, Adams County, Colorado",2349,2281,16,22,0,0,13,17,16,1,2349,596,572,1,22,0,0,0,1,0,1,1753,1709,15,0,0,0,13,16,16,0,"Block Group 3, Census Tract 88.01, Adams County, Colorado",2,11,2,614,622,23,11,11,11,21,25,25,11
G08000100088021,2012-2016,Colorado,8,Adams County,8802,1,"Block Group 1, Census Tract 88.02, Adams County, Colorado",2139,1924,26,22,0,0,137,30,18,12,2139,610,550,26,22,0,0,0,12,0,12,1529,1374,0,0,0,0,137,18,18,0,"Block Group 1, Census Tract 88.02, Adams County, Colorado",18,11,18,533,526,11,11,11,11,163,29,29,11
G08000100088022,2012-2016,Colorado,8,Adams County,8802,2,"Block Group 2, Census Tract 88.02, Adams County, Colorado",2047,1564,0,59,61,0,143,220,47,173,2047,756,541,0,0,61,0,0,154,0,154,1291,1023,0,59,0,0,143,66,47,19,"Block Group 2, Census Tract 88.02, Adams County, Colorado",136,11,136,265,270,11,94,11,11,113,60,56,25
G08000100088023,2012-2016,Colorado,8,Adams County,8802,3,"Block Group 3, Census Tract 88.02, Adams County, Colorado",741,585,84,27,11,0,9,25,8,17,741,423,328,84,0,11,0,0,0,0,0,318,257,0,27,0,0,9,25,8,17,"Block Group 3, Census Tract 88.02, Adams County, Colorado",11,11,11,276,300,11,40,11,11,17,33,21,26
G08000100089011,2012-2016,Colorado,8,Adams County,8901,1,"Block Group 1, Census Tract 89.01, Adams County, Colorado",1032,875,79,48,0,0,7,23,0,23,1032,484,379,79,3,0,0,0,23,0,23,548,496,0,45,0,0,7,0,0,0,"Block Group 1, Census Tract 89.01, Adams County, Colorado",33,11,33,188,180,11,49,11,11,11,11,11,11
G08000100089012,2012-2016,Colorado,8,Adams County,8901,2,"Block Group 2, Census Tract 89.01, Adams County, Colorado",1368,1099,75,78,6,0,99,11,7,4,1368,511,421,75,9,6,0,0,0,0,0,857,678,0,69,0,0,99,11,7,4,"Block Group 2, Census Tract 89.01, Adams County, Colorado",11,11,11,208,194,11,86,11,11,93,16,13,9
G08000100090011,2012-2016,Colorado,8,Adams County,9001,1,"Block Group 1, Census Tract 90.01, Adams County, Colorado",2049,1582,61,17,34,0,240,115,0,115,2049,1008,867,61,0,34,0,0,46,0,46,1041,715,0,17,0,0,240,69,0,69,"Block Group 1, Census Tract 90.01, Adams County, Colorado",40,11,40,395,354,11,16,11,11,169,76,11,76
G08000100090012,2012-2016,Colorado,8,Adams County,9001,2,"Block Group 2, Census Tract 90.01, Adams County, Colorado",2257,1655,190,0,22,0,227,163,23,140,2257,942,703,150,0,22,0,16,51,0,51,1315,952,40,0,0,0,211,112,23,89,"Block Group 2, Census Tract 90.01, Adams County, Colorado",51,11,51,380,346,53,11,11,11,172,88,37,93
G08000100090021,2012-2016,Colorado,8,Adams County,9002,1,"Block Group 1, Census Tract 90.02, Adams County, Colorado",3874,3348,0,306,70,0,12,138,0,138,3874,1786,1540,0,38,70,0,0,138,0,138,2088,1808,0,268,0,0,12,0,0,0,"Block Group 1, Census Tract 90.02, Adams County, Colorado",150,11,150,880,876,11,316,11,11,20,11,11,11
G08000100090022,2012-2016,Colorado,8,Adams County,9002,2,"Block Group 2, Census Tract 90.02, Adams County, Colorado",2159,2051,11,0,16,0,19,62,0,62,2159,275,235,11,0,16,0,0,13,0,13,1884,1816,0,0,0,0,19,49,0,49,"Block Group 2, Census Tract 90.02, Adams County, Colorado",21,11,21,867,863,11,11,11,11,33,62,11,62
G08000100090023,2012-2016,Colorado,8,Adams County,9002,3,"Block Group 3, Census Tract 90.02, Adams County, Colorado",1476,1047,103,17,15,0,0,294,0,294,1476,370,252,103,0,15,0,0,0,0,0,1106,795,0,17,0,0,0,294,0,294,"Block Group 3, Census Tract 90.02, Adams County, Colorado",11,11,11,589,562,11,28,11,11,11,421,11,421
G08000100090024,2012-2016,Colorado,8,Adams County,9002,4,"Block Group 4, Census Tract 90.02, Adams County, Colorado",1632,1028,0,0,10,0,570,24,12,12,1632,426,416,0,0,10,0,0,0,0,0,1206,612,0,0,0,0,570,24,12,12,"Block Group 4, Census Tract 90.02, Adams County, Colorado",11,11,11,676,526,11,11,11,11,552,27,19,21
G08000100090025,2012-2016,Colorado,8,Adams County,9002,5,"Block Group 5, Census Tract 90.02, Adams County, Colorado",1439,1263,73,0,0,0,37,66,0,66,1439,724,637,73,0,0,0,0,14,0,14,715,626,0,0,0,0,37,52,0,52,"Block Group 5, Census Tract 90.02, Adams County, Colorado",28,11,28,454,450,11,11,11,11,50,56,11,56
G08000100091011,2012-2016,Colorado,8,Adams County,9101,1,"Block Group 1, Census Tract 91.01, Adams County, Colorado",2504,2264,61,50,0,0,72,57,0,57,2504,857,739,61,0,0,0,0,57,0,57,1647,1525,0,50,0,0,72,0,0,0,"Block Group 1, Census Tract 91.01, Adams County, Colorado",56,11,56,658,677,11,81,11,11,77,11,11,11
G08000100091012,2012-2016,Colorado,8,Adams County,9101,2,"Block Group 2, Census Tract 91.01, Adams County, Colorado",1196,1119,0,53,0,0,14,10,10,0,1196,617,617,0,0,0,0,0,0,0,0,579,502,0,53,0,0,14,10,10,0,"Block Group 2, Census Tract 91.01, Adams County, Colorado",11,11,11,424,383,11,79,11,11,20,18,18,11
