GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,NAME_E,AF49E001
G08000100094101,2012-2016,Colorado,8,Adams County,1,9410,1,"Block Group 1, Census Tract 94.10, Adams County, Colorado",111591
G08000100094102,2012-2016,Colorado,8,Adams County,1,9410,2,"Block Group 2, Census Tract 94.10, Adams County, Colorado",117760
G08000100094111,2012-2016,Colorado,8,Adams County,1,9411,1,"Block Group 1, Census Tract 94.11, Adams County, Colorado",87500
G08000100094112,2012-2016,Colorado,8,Adams County,1,9411,2,"Block Group 2, Census Tract 94.11, Adams County, Colorado",69219
G08000100095011,2012-2016,Colorado,8,Adams County,1,9501,1,"Block Group 1, Census Tract 95.01, Adams County, Colorado",38958
G08000100095012,2012-2016,Colorado,8,Adams County,1,9501,2,"Block Group 2, Census Tract 95.01, Adams County, Colorado",41167
G08000100095021,2012-2016,Colorado,8,Adams County,1,9502,1,"Block Group 1, Census Tract 95.02, Adams County, Colorado",48088
G08000100095022,2012-2016,Colorado,8,Adams County,1,9502,2,"Block Group 2, Census Tract 95.02, Adams County, Colorado",58594
G08000100095023,2012-2016,Colorado,8,Adams County,1,9502,3,"Block Group 3, Census Tract 95.02, Adams County, Colorado",70156
G08000100095531,2012-2016,Colorado,8,Adams County,1,9553,1,"Block Group 1, Census Tract 95.53, Adams County, Colorado",46250
G08000100095532,2012-2016,Colorado,8,Adams County,1,9553,2,"Block Group 2, Census Tract 95.53, Adams County, Colorado",43990
G08000100096031,2012-2016,Colorado,8,Adams County,1,9603,1,"Block Group 1, Census Tract 96.03, Adams County, Colorado",59527
G08000100096032,2012-2016,Colorado,8,Adams County,1,9603,2,"Block Group 2, Census Tract 96.03, Adams County, Colorado",85326
G08000100096033,2012-2016,Colorado,8,Adams County,1,9603,3,"Block Group 3, Census Tract 96.03, Adams County, Colorado",58147
G08000100096034,2012-2016,Colorado,8,Adams County,1,9603,4,"Block Group 4, Census Tract 96.03, Adams County, Colorado",31583
G08000100096035,2012-2016,Colorado,8,Adams County,1,9603,5,"Block Group 5, Census Tract 96.03, Adams County, Colorado",31688
G08000100096041,2012-2016,Colorado,8,Adams County,1,9604,1,"Block Group 1, Census Tract 96.04, Adams County, Colorado",39688
G08000100096042,2012-2016,Colorado,8,Adams County,1,9604,2,"Block Group 2, Census Tract 96.04, Adams County, Colorado",46064
G08000100096061,2012-2016,Colorado,8,Adams County,1,9606,1,"Block Group 1, Census Tract 96.06, Adams County, Colorado",37625
G08000100096062,2012-2016,Colorado,8,Adams County,1,9606,2,"Block Group 2, Census Tract 96.06, Adams County, Colorado",49063
G08000100096071,2012-2016,Colorado,8,Adams County,1,9607,1,"Block Group 1, Census Tract 96.07, Adams County, Colorado",84911
G08000100096072,2012-2016,Colorado,8,Adams County,1,9607,2,"Block Group 2, Census Tract 96.07, Adams County, Colorado",68906
G08000100096073,2012-2016,Colorado,8,Adams County,1,9607,3,"Block Group 3, Census Tract 96.07, Adams County, Colorado",27366
G08000100096081,2012-2016,Colorado,8,Adams County,1,9608,1,"Block Group 1, Census Tract 96.08, Adams County, Colorado",57621
G08000100096082,2012-2016,Colorado,8,Adams County,1,9608,2,"Block Group 2, Census Tract 96.08, Adams County, Colorado",81806
G08000100097511,2012-2016,Colorado,8,Adams County,1,9751,1,"Block Group 1, Census Tract 97.51, Adams County, Colorado",42163
G08000100097512,2012-2016,Colorado,8,Adams County,1,9751,2,"Block Group 2, Census Tract 97.51, Adams County, Colorado",45333
G08000100097521,2012-2016,Colorado,8,Adams County,1,9752,1,"Block Group 1, Census Tract 97.52, Adams County, Colorado",50926
G08000100097522,2012-2016,Colorado,8,Adams County,1,9752,2,"Block Group 2, Census Tract 97.52, Adams County, Colorado",60592
G08000100150001,2012-2016,Colorado,8,Adams County,1,15000,1,"Block Group 1, Census Tract 150, Adams County, Colorado",36446
G08000100150002,2012-2016,Colorado,8,Adams County,1,15000,2,"Block Group 2, Census Tract 150, Adams County, Colorado",38152
G08000100600001,2012-2016,Colorado,8,Adams County,1,60000,1,"Block Group 1, Census Tract 600, Adams County, Colorado",113923
G08000100600002,2012-2016,Colorado,8,Adams County,1,60000,2,"Block Group 2, Census Tract 600, Adams County, Colorado",131477
G08000100601001,2012-2016,Colorado,8,Adams County,1,60100,1,"Block Group 1, Census Tract 601, Adams County, Colorado",86192
G08000100601002,2012-2016,Colorado,8,Adams County,1,60100,2,"Block Group 2, Census Tract 601, Adams County, Colorado",79375
G08000100602001,2012-2016,Colorado,8,Adams County,1,60200,1,"Block Group 1, Census Tract 602, Adams County, Colorado",52225
G08000100602002,2012-2016,Colorado,8,Adams County,1,60200,2,"Block Group 2, Census Tract 602, Adams County, Colorado",199643
G08000100612001,2012-2016,Colorado,8,Adams County,1,61200,1,"Block Group 1, Census Tract 612, Adams County, Colorado",109211
G08000109887001,2012-2016,Colorado,8,Adams County,1,988700,1,"Block Group 1, Census Tract 9887, Adams County, Colorado",
G08000309600001,2012-2016,Colorado,8,Alamosa County,3,960000,1,"Block Group 1, Census Tract 9600, Alamosa County, Colorado",36250
G08000309600002,2012-2016,Colorado,8,Alamosa County,3,960000,2,"Block Group 2, Census Tract 9600, Alamosa County, Colorado",45357
G08000309601001,2012-2016,Colorado,8,Alamosa County,3,960100,1,"Block Group 1, Census Tract 9601, Alamosa County, Colorado",46250
G08000309601002,2012-2016,Colorado,8,Alamosa County,3,960100,2,"Block Group 2, Census Tract 9601, Alamosa County, Colorado",41786
G08000309601003,2012-2016,Colorado,8,Alamosa County,3,960100,3,"Block Group 3, Census Tract 9601, Alamosa County, Colorado",49423
G08000309602001,2012-2016,Colorado,8,Alamosa County,3,960200,1,"Block Group 1, Census Tract 9602, Alamosa County, Colorado",49865
G08000309602002,2012-2016,Colorado,8,Alamosa County,3,960200,2,"Block Group 2, Census Tract 9602, Alamosa County, Colorado",26797
G08000309602003,2012-2016,Colorado,8,Alamosa County,3,960200,3,"Block Group 3, Census Tract 9602, Alamosa County, Colorado",49306
G08000309602004,2012-2016,Colorado,8,Alamosa County,3,960200,4,"Block Group 4, Census Tract 9602, Alamosa County, Colorado",51277
G08000309602005,2012-2016,Colorado,8,Alamosa County,3,960200,5,"Block Group 5, Census Tract 9602, Alamosa County, Colorado",46346
G08000309602006,2012-2016,Colorado,8,Alamosa County,3,960200,6,"Block Group 6, Census Tract 9602, Alamosa County, Colorado",9411
G08000309603001,2012-2016,Colorado,8,Alamosa County,3,960300,1,"Block Group 1, Census Tract 9603, Alamosa County, Colorado",25058
G08000309603002,2012-2016,Colorado,8,Alamosa County,3,960300,2,"Block Group 2, Census Tract 9603, Alamosa County, Colorado",27159
G08000309603003,2012-2016,Colorado,8,Alamosa County,3,960300,3,"Block Group 3, Census Tract 9603, Alamosa County, Colorado",24511
G08000309603004,2012-2016,Colorado,8,Alamosa County,3,960300,4,"Block Group 4, Census Tract 9603, Alamosa County, Colorado",23297
G08000500049511,2012-2016,Colorado,8,Arapahoe County,5,4951,1,"Block Group 1, Census Tract 49.51, Arapahoe County, Colorado",37878
G08000500049521,2012-2016,Colorado,8,Arapahoe County,5,4952,1,"Block Group 1, Census Tract 49.52, Arapahoe County, Colorado",29393
G08000500049522,2012-2016,Colorado,8,Arapahoe County,5,4952,2,"Block Group 2, Census Tract 49.52, Arapahoe County, Colorado",46289
G08000500055511,2012-2016,Colorado,8,Arapahoe County,5,5551,1,"Block Group 1, Census Tract 55.51, Arapahoe County, Colorado",44479
G08000500055512,2012-2016,Colorado,8,Arapahoe County,5,5551,2,"Block Group 2, Census Tract 55.51, Arapahoe County, Colorado",45232
G08000500055521,2012-2016,Colorado,8,Arapahoe County,5,5552,1,"Block Group 1, Census Tract 55.52, Arapahoe County, Colorado",52738
G08000500055522,2012-2016,Colorado,8,Arapahoe County,5,5552,2,"Block Group 2, Census Tract 55.52, Arapahoe County, Colorado",26406
G08000500055531,2012-2016,Colorado,8,Arapahoe County,5,5553,1,"Block Group 1, Census Tract 55.53, Arapahoe County, Colorado",52961
G08000500055532,2012-2016,Colorado,8,Arapahoe County,5,5553,2,"Block Group 2, Census Tract 55.53, Arapahoe County, Colorado",75795
G08000500055533,2012-2016,Colorado,8,Arapahoe County,5,5553,3,"Block Group 3, Census Tract 55.53, Arapahoe County, Colorado",50521
G08000500056111,2012-2016,Colorado,8,Arapahoe County,5,5611,1,"Block Group 1, Census Tract 56.11, Arapahoe County, Colorado",116375
G08000500056112,2012-2016,Colorado,8,Arapahoe County,5,5611,2,"Block Group 2, Census Tract 56.11, Arapahoe County, Colorado",72333
G08000500056113,2012-2016,Colorado,8,Arapahoe County,5,5611,3,"Block Group 3, Census Tract 56.11, Arapahoe County, Colorado",62396
G08000500056114,2012-2016,Colorado,8,Arapahoe County,5,5611,4,"Block Group 4, Census Tract 56.11, Arapahoe County, Colorado",75000
G08000500056121,2012-2016,Colorado,8,Arapahoe County,5,5612,1,"Block Group 1, Census Tract 56.12, Arapahoe County, Colorado",250001
G08000500056122,2012-2016,Colorado,8,Arapahoe County,5,5612,2,"Block Group 2, Census Tract 56.12, Arapahoe County, Colorado",60696
G08000500056141,2012-2016,Colorado,8,Arapahoe County,5,5614,1,"Block Group 1, Census Tract 56.14, Arapahoe County, Colorado",94926
G08000500056142,2012-2016,Colorado,8,Arapahoe County,5,5614,2,"Block Group 2, Census Tract 56.14, Arapahoe County, Colorado",85500
G08000500056143,2012-2016,Colorado,8,Arapahoe County,5,5614,3,"Block Group 3, Census Tract 56.14, Arapahoe County, Colorado",86346
G08000500056191,2012-2016,Colorado,8,Arapahoe County,5,5619,1,"Block Group 1, Census Tract 56.19, Arapahoe County, Colorado",127639
G08000500056192,2012-2016,Colorado,8,Arapahoe County,5,5619,2,"Block Group 2, Census Tract 56.19, Arapahoe County, Colorado",78958
G08000500056193,2012-2016,Colorado,8,Arapahoe County,5,5619,3,"Block Group 3, Census Tract 56.19, Arapahoe County, Colorado",73182
G08000500056194,2012-2016,Colorado,8,Arapahoe County,5,5619,4,"Block Group 4, Census Tract 56.19, Arapahoe County, Colorado",65608
G08000500056201,2012-2016,Colorado,8,Arapahoe County,5,5620,1,"Block Group 1, Census Tract 56.20, Arapahoe County, Colorado",48333
G08000500056202,2012-2016,Colorado,8,Arapahoe County,5,5620,2,"Block Group 2, Census Tract 56.20, Arapahoe County, Colorado",57250
G08000500056211,2012-2016,Colorado,8,Arapahoe County,5,5621,1,"Block Group 1, Census Tract 56.21, Arapahoe County, Colorado",123036
G08000500056212,2012-2016,Colorado,8,Arapahoe County,5,5621,2,"Block Group 2, Census Tract 56.21, Arapahoe County, Colorado",117778
G08000500056221,2012-2016,Colorado,8,Arapahoe County,5,5622,1,"Block Group 1, Census Tract 56.22, Arapahoe County, Colorado",155000
G08000500056222,2012-2016,Colorado,8,Arapahoe County,5,5622,2,"Block Group 2, Census Tract 56.22, Arapahoe County, Colorado",92708
G08000500056231,2012-2016,Colorado,8,Arapahoe County,5,5623,1,"Block Group 1, Census Tract 56.23, Arapahoe County, Colorado",83478
G08000500056232,2012-2016,Colorado,8,Arapahoe County,5,5623,2,"Block Group 2, Census Tract 56.23, Arapahoe County, Colorado",131750
G08000500056241,2012-2016,Colorado,8,Arapahoe County,5,5624,1,"Block Group 1, Census Tract 56.24, Arapahoe County, Colorado",109792
G08000500056251,2012-2016,Colorado,8,Arapahoe County,5,5625,1,"Block Group 1, Census Tract 56.25, Arapahoe County, Colorado",51932
G08000500056252,2012-2016,Colorado,8,Arapahoe County,5,5625,2,"Block Group 2, Census Tract 56.25, Arapahoe County, Colorado",74457
G08000500056261,2012-2016,Colorado,8,Arapahoe County,5,5626,1,"Block Group 1, Census Tract 56.26, Arapahoe County, Colorado",71384
G08000500056262,2012-2016,Colorado,8,Arapahoe County,5,5626,2,"Block Group 2, Census Tract 56.26, Arapahoe County, Colorado",53665
G08000500056271,2012-2016,Colorado,8,Arapahoe County,5,5627,1,"Block Group 1, Census Tract 56.27, Arapahoe County, Colorado",74879
G08000500056272,2012-2016,Colorado,8,Arapahoe County,5,5627,2,"Block Group 2, Census Tract 56.27, Arapahoe County, Colorado",100391
G08000500056273,2012-2016,Colorado,8,Arapahoe County,5,5627,3,"Block Group 3, Census Tract 56.27, Arapahoe County, Colorado",132981
G08000500056281,2012-2016,Colorado,8,Arapahoe County,5,5628,1,"Block Group 1, Census Tract 56.28, Arapahoe County, Colorado",112708
G08000500056282,2012-2016,Colorado,8,Arapahoe County,5,5628,2,"Block Group 2, Census Tract 56.28, Arapahoe County, Colorado",65781
G08000500056283,2012-2016,Colorado,8,Arapahoe County,5,5628,3,"Block Group 3, Census Tract 56.28, Arapahoe County, Colorado",61282
G08000500056284,2012-2016,Colorado,8,Arapahoe County,5,5628,4,"Block Group 4, Census Tract 56.28, Arapahoe County, Colorado",89643
G08000500056291,2012-2016,Colorado,8,Arapahoe County,5,5629,1,"Block Group 1, Census Tract 56.29, Arapahoe County, Colorado",140000
G08000500056292,2012-2016,Colorado,8,Arapahoe County,5,5629,2,"Block Group 2, Census Tract 56.29, Arapahoe County, Colorado",156406
G08000500056301,2012-2016,Colorado,8,Arapahoe County,5,5630,1,"Block Group 1, Census Tract 56.30, Arapahoe County, Colorado",93553
G08000500056302,2012-2016,Colorado,8,Arapahoe County,5,5630,2,"Block Group 2, Census Tract 56.30, Arapahoe County, Colorado",119848
G08000500056303,2012-2016,Colorado,8,Arapahoe County,5,5630,3,"Block Group 3, Census Tract 56.30, Arapahoe County, Colorado",66000
G08000500056304,2012-2016,Colorado,8,Arapahoe County,5,5630,4,"Block Group 4, Census Tract 56.30, Arapahoe County, Colorado",71505
G08000500056311,2012-2016,Colorado,8,Arapahoe County,5,5631,1,"Block Group 1, Census Tract 56.31, Arapahoe County, Colorado",103214
G08000500056312,2012-2016,Colorado,8,Arapahoe County,5,5631,2,"Block Group 2, Census Tract 56.31, Arapahoe County, Colorado",87353
G08000500056313,2012-2016,Colorado,8,Arapahoe County,5,5631,3,"Block Group 3, Census Tract 56.31, Arapahoe County, Colorado",98929
G08000500056321,2012-2016,Colorado,8,Arapahoe County,5,5632,1,"Block Group 1, Census Tract 56.32, Arapahoe County, Colorado",105707
G08000500056322,2012-2016,Colorado,8,Arapahoe County,5,5632,2,"Block Group 2, Census Tract 56.32, Arapahoe County, Colorado",116071
G08000500056331,2012-2016,Colorado,8,Arapahoe County,5,5633,1,"Block Group 1, Census Tract 56.33, Arapahoe County, Colorado",128875
G08000500056332,2012-2016,Colorado,8,Arapahoe County,5,5633,2,"Block Group 2, Census Tract 56.33, Arapahoe County, Colorado",91719
G08000500056341,2012-2016,Colorado,8,Arapahoe County,5,5634,1,"Block Group 1, Census Tract 56.34, Arapahoe County, Colorado",82292
G08000500056342,2012-2016,Colorado,8,Arapahoe County,5,5634,2,"Block Group 2, Census Tract 56.34, Arapahoe County, Colorado",41300
G08000500056351,2012-2016,Colorado,8,Arapahoe County,5,5635,1,"Block Group 1, Census Tract 56.35, Arapahoe County, Colorado",86991
G08000500056352,2012-2016,Colorado,8,Arapahoe County,5,5635,2,"Block Group 2, Census Tract 56.35, Arapahoe County, Colorado",94917
G08000500056353,2012-2016,Colorado,8,Arapahoe County,5,5635,3,"Block Group 3, Census Tract 56.35, Arapahoe County, Colorado",89716
G08000500056361,2012-2016,Colorado,8,Arapahoe County,5,5636,1,"Block Group 1, Census Tract 56.36, Arapahoe County, Colorado",248125
G08000500057001,2012-2016,Colorado,8,Arapahoe County,5,5700,1,"Block Group 1, Census Tract 57, Arapahoe County, Colorado",49000
G08000500057002,2012-2016,Colorado,8,Arapahoe County,5,5700,2,"Block Group 2, Census Tract 57, Arapahoe County, Colorado",53822
G08000500057003,2012-2016,Colorado,8,Arapahoe County,5,5700,3,"Block Group 3, Census Tract 57, Arapahoe County, Colorado",33523
G08000500058001,2012-2016,Colorado,8,Arapahoe County,5,5800,1,"Block Group 1, Census Tract 58, Arapahoe County, Colorado",95305
G08000500058002,2012-2016,Colorado,8,Arapahoe County,5,5800,2,"Block Group 2, Census Tract 58, Arapahoe County, Colorado",60389
G08000500059511,2012-2016,Colorado,8,Arapahoe County,5,5951,1,"Block Group 1, Census Tract 59.51, Arapahoe County, Colorado",63523
G08000500059512,2012-2016,Colorado,8,Arapahoe County,5,5951,2,"Block Group 2, Census Tract 59.51, Arapahoe County, Colorado",35747
G08000500059513,2012-2016,Colorado,8,Arapahoe County,5,5951,3,"Block Group 3, Census Tract 59.51, Arapahoe County, Colorado",18495
G08000500059514,2012-2016,Colorado,8,Arapahoe County,5,5951,4,"Block Group 4, Census Tract 59.51, Arapahoe County, Colorado",44542
G08000500059521,2012-2016,Colorado,8,Arapahoe County,5,5952,1,"Block Group 1, Census Tract 59.52, Arapahoe County, Colorado",106500
G08000500059522,2012-2016,Colorado,8,Arapahoe County,5,5952,2,"Block Group 2, Census Tract 59.52, Arapahoe County, Colorado",42917
G08000500060001,2012-2016,Colorado,8,Arapahoe County,5,6000,1,"Block Group 1, Census Tract 60, Arapahoe County, Colorado",32292
G08000500060002,2012-2016,Colorado,8,Arapahoe County,5,6000,2,"Block Group 2, Census Tract 60, Arapahoe County, Colorado",71875
G08000500060003,2012-2016,Colorado,8,Arapahoe County,5,6000,3,"Block Group 3, Census Tract 60, Arapahoe County, Colorado",44375
G08000500061001,2012-2016,Colorado,8,Arapahoe County,5,6100,1,"Block Group 1, Census Tract 61, Arapahoe County, Colorado",31356
G08000500061002,2012-2016,Colorado,8,Arapahoe County,5,6100,2,"Block Group 2, Census Tract 61, Arapahoe County, Colorado",48750
